datetime,CellID,countrycode,smsin,smsout,callin,callout,internet
01/11/2013 00:00,26,39,0.6519,0.6646,0.1361,0.228,24.9137
01/11/2013 00:00,26,46,,,,,0.0221
01/11/2013 00:00,27,0,0.0344,,,0.0245,
01/11/2013 00:00,27,39,0.5855,0.6157,0.1383,0.2276,25.6606
01/11/2013 00:00,27,46,,,,,0.0146
01/11/2013 00:00,28,0,0.0561,,,0.028,
01/11/2013 00:00,28,39,0.484,0.5276,0.1353,0.2109,27.7765
01/11/2013 00:00,28,46,,,,,0.0036
01/11/2013 00:00,29,0,0.0751,,,0.0292,
01/11/2013 00:00,29,39,0.4371,0.4447,0.1136,0.1522,31.836
01/11/2013 00:00,30,0,0.0824,,,0.0292,
01/11/2013 00:00,30,39,0.4285,0.4116,0.101,0.1197,33.8924
01/11/2013 00:00,31,0,0.0839,,,0.0292,
01/11/2013 00:00,31,39,0.4267,0.4048,0.0984,0.113,34.3166
01/11/2013 00:00,32,0,0.2486,0.0874,,0.0237,
01/11/2013 00:00,32,32,0.1166,,,,
01/11/2013 00:00,32,39,0.644,0.5484,0.3021,0.2515,43.953
01/11/2013 00:00,33,0,0.5176,0.1818,,0.0071,
01/11/2013 00:00,33,32,0.2425,,,,
01/11/2013 00:00,33,39,0.9962,0.8116,0.6323,0.5408,54.7809
01/11/2013 00:00,33,40,,,,0.0142,
01/11/2013 00:00,34,0,0.5654,0.0152,,,
01/11/2013 00:00,34,32,0.0203,,,,
01/11/2013 00:00,34,39,0.9476,0.9502,0.7321,0.6431,46.7024
01/11/2013 00:00,34,40,,,,0.0654,
01/11/2013 00:00,35,0,0.4893,,,,
01/11/2013 00:00,35,39,0.698,0.853,0.5562,0.5936,36.4287
01/11/2013 00:00,35,40,,,,0.0963,
01/11/2013 00:00,36,0,0.4893,,,,
01/11/2013 00:00,36,39,0.698,0.853,0.5562,0.5936,36.4287
01/11/2013 00:00,36,40,,,,0.0963,
01/11/2013 00:00,37,0,0.4893,,,,
01/11/2013 00:00,37,39,0.698,0.853,0.5562,0.5936,36.4287
01/11/2013 00:00,37,40,,,,0.0963,
01/11/2013 00:00,38,0,0.4893,,,,
01/11/2013 00:00,38,39,0.698,0.853,0.5562,0.5936,36.4287
01/11/2013 00:00,38,40,,,,0.0963,
01/11/2013 00:00,39,0,0.5488,,,,
01/11/2013 00:00,39,39,1.0154,0.8927,0.6355,0.6532,38.968
01/11/2013 00:00,39,40,,,,0.0963,
01/11/2013 00:00,40,0,0.5413,,,,
01/11/2013 00:00,40,34,,,,0.0016,
01/11/2013 00:00,40,39,0.9982,0.8787,0.6268,0.6453,38.4715
01/11/2013 00:00,40,40,,,,0.0937,
01/11/2013 00:00,41,0,0.5586,0.0295,,,
01/11/2013 00:00,41,34,,,,0.0511,
01/11/2013 00:00,41,39,1.5159,0.4739,0.6932,0.4729,43.8791
01/11/2013 00:00,41,40,,,,0.0367,
01/11/2013 00:00,42,0,0.511,0.0049,,,
01/11/2013 00:00,42,39,1.3641,1.5149,0.8074,1.0049,46.5894
01/11/2013 00:00,43,0,0.468,,,,
01/11/2013 00:00,43,39,1.3009,1.1481,0.8483,0.8954,39.1439
01/11/2013 00:00,44,0,0.3977,,,,
01/11/2013 00:00,44,39,1.226,0.5625,0.8623,0.6845,28.3704
01/11/2013 00:00,45,0,0.3977,,,,
01/11/2013 00:00,45,39,1.226,0.5625,0.8623,0.6845,28.3704
01/11/2013 00:00,46,0,0.3977,,,,
01/11/2013 00:00,46,39,1.226,0.5625,0.8623,0.6845,28.3704
01/11/2013 00:00,47,0,1.2798,0.0023,,0.0046,
01/11/2013 00:00,47,33,,,,,0.0485
01/11/2013 00:00,47,39,5.766,3.1827,2.8819,2.1311,568.3304
01/11/2013 00:00,47,46,,,,,0.0108
01/11/2013 00:00,48,0,1.7731,0.0112,,0.0223,
01/11/2013 00:00,48,33,,,,,0.0764
01/11/2013 00:00,48,39,8.6931,5.0744,4.0174,3.0763,921.7779
01/11/2013 00:00,48,46,,,,,0.0469
01/11/2013 00:00,49,0,1.0574,0.0184,,0.0367,
01/11/2013 00:00,49,33,,,,,0.1003
01/11/2013 00:00,49,39,4.0585,3.1359,2.2314,1.6472,316.28
01/11/2013 00:00,49,46,,,,,0.0685
01/11/2013 00:00,50,0,0.657,0.0271,,0.0543,
01/11/2013 00:00,50,33,,,,,0.1085
01/11/2013 00:00,50,39,1.8409,1.8339,1.3488,0.8961,85.5361
01/11/2013 00:00,50,46,,,,,0.1016
01/11/2013 00:00,51,0,0.447,0.0315,,0.063,
01/11/2013 00:00,51,33,,,,,0.091
01/11/2013 00:00,51,39,1.1771,1.3471,0.9727,0.7035,68.8968
01/11/2013 00:00,51,46,,,,,0.1226
01/11/2013 00:00,51,49,,,,,0.0045
01/11/2013 00:00,52,0,0.4785,0.0314,,0.0629,
01/11/2013 00:00,52,33,,,,,0.0911
01/11/2013 00:00,52,39,1.2688,1.3758,1.0017,0.7347,71.7526
01/11/2013 00:00,52,46,,,,,0.1254
01/11/2013 00:00,52,49,,,,,0.0046
01/11/2013 00:00,53,0,0.4538,0.0321,,0.0641,
01/11/2013 00:00,53,33,,,,,0.0898
01/11/2013 00:00,53,39,1.187,1.3453,0.967,0.7135,68.8741
01/11/2013 00:00,53,46,,,,,0.1313
01/11/2013 00:00,53,49,,,,,0.0033
01/11/2013 00:00,54,0,0.4853,0.0228,,0.0456,
01/11/2013 00:00,54,33,,,,,0.1095
01/11/2013 00:00,54,39,1.3139,1.38,1.0654,0.6987,75.3677
01/11/2013 00:00,54,46,,,,,0.1274
01/11/2013 00:00,54,49,,,,,0.0231
01/11/2013 00:00,55,0,0.3634,0.0199,,0.0399,
01/11/2013 00:00,55,33,,,,,0.0962
01/11/2013 00:00,55,39,1.0563,1.2169,0.9967,0.6695,77.5973
01/11/2013 00:00,55,46,,,,,0.089
01/11/2013 00:00,55,49,,,,,0.0292
01/11/2013 00:00,56,0,0.0604,0.0218,,0.0436,
01/11/2013 00:00,56,33,,,,,0.0271
01/11/2013 00:00,56,39,0.6586,0.4872,0.4195,0.6408,78.2995
01/11/2013 00:00,56,46,,,,,0.0906
01/11/2013 00:00,56,49,,,,,0.0252
01/11/2013 00:00,56,81,,,,0.0763,
01/11/2013 00:00,57,0,0.0211,0.0227,,0.5555,
01/11/2013 00:00,57,33,,,,,0.0023
01/11/2013 00:00,57,39,0.424,0.4169,0.2778,0.5046,66.0048
01/11/2013 00:00,57,46,,,,,0.076
01/11/2013 00:00,57,49,,,,,0.0023
01/11/2013 00:00,57,81,,,,0.0791,
01/11/2013 00:00,58,0,0.1214,0.0002,,0.4704,
01/11/2013 00:00,58,39,0.7754,0.4969,0.5936,0.5345,62.4746
01/11/2013 00:00,58,46,,,,,0.2041
01/11/2013 00:00,58,81,,,,0.0791,
01/11/2013 00:00,59,0,0.0854,,,,
01/11/2013 00:00,59,39,0.7639,0.3277,0.556,0.4251,60.9631
01/11/2013 04:00,9290,370,,,,,0.2414
01/11/2013 04:00,9291,0,0.9586,,,,
01/11/2013 04:00,9291,31,,,,,0.0763
01/11/2013 04:00,9291,32,,,,,0.2852
01/11/2013 04:00,9291,33,,,,,0.3897
01/11/2013 04:00,9291,39,1.3676,1.8457,0.8282,0.8,162.7975
01/11/2013 04:00,9291,43,,,,,0.4744
01/11/2013 04:00,9291,48,,,,,0.0282
01/11/2013 04:00,9291,49,,,,,0.0282
01/11/2013 04:00,9291,353,,,,,0.2654
01/11/2013 04:00,9291,359,,,,,0.0282
01/11/2013 04:00,9291,370,,,,,0.1525
01/11/2013 04:00,9291,420,,,,,0.0565
01/11/2013 04:00,9291,421,,,,,0.0282
01/11/2013 04:00,9292,0,1.0391,,,,
01/11/2013 04:00,9292,32,,,,,0.1534
01/11/2013 04:00,9292,33,,,,,0.23
01/11/2013 04:00,9292,39,1.78,2.2612,0.9772,0.9006,171.512
01/11/2013 04:00,9292,43,,,,,0.4601
01/11/2013 04:00,9292,48,,,,,0.0767
01/11/2013 04:00,9292,49,,,,,0.0767
01/11/2013 04:00,9292,353,,,,,0.3067
01/11/2013 04:00,9292,359,,,,,0.0767
01/11/2013 04:00,9292,420,,,,,0.1534
01/11/2013 04:00,9292,421,,,,,0.0767
01/11/2013 04:00,9293,0,0.5674,,,0.3152,
01/11/2013 04:00,9293,32,,,,,0.1534
01/11/2013 04:00,9293,33,,,,,0.23
01/11/2013 04:00,9293,39,1.7916,1.6767,1.0489,0.657,177.5139
01/11/2013 04:00,9293,43,,,,,0.4601
01/11/2013 04:00,9293,48,,,,,0.0767
01/11/2013 04:00,9293,49,,,,,0.0767
01/11/2013 04:00,9293,353,,,,,0.3067
01/11/2013 04:00,9293,359,,,,,0.0767
01/11/2013 04:00,9293,420,,,,,0.1534
01/11/2013 04:00,9293,421,,,,,0.0767
01/11/2013 04:00,9294,0,,,,0.0932,
01/11/2013 04:00,9294,32,,,,,0.1534
01/11/2013 04:00,9294,33,,,,,0.23
01/11/2013 04:00,9294,39,3.0539,0.9202,1.2658,1.0959,393.5884
01/11/2013 04:00,9294,43,,,,,0.4601
01/11/2013 04:00,9294,48,,,,,0.0767
01/11/2013 04:00,9294,49,,,,,0.0767
01/11/2013 04:00,9294,353,,,,,0.3067
01/11/2013 04:00,9294,359,,,,,0.0767
01/11/2013 04:00,9294,420,,,,,0.1534
01/11/2013 04:00,9294,421,,,,,0.0767
01/11/2013 04:00,9295,32,,,,,0.1534
01/11/2013 04:00,9295,33,,,,,0.23
01/11/2013 04:00,9295,39,3.2481,0.9202,1.2842,1.2075,424.903
