datetime,CellID,countrycode,smsin,smsout,callin,callout,internet
2013-11-01 00:00:00,21,0,0.0221,0.0,0.0,0.0602,0.0
2013-11-01 00:00:00,21,39,0.5568,0.4586,0.0669,0.1719,20.1801
2013-11-01 00:00:00,21,46,0.0,0.0,0.0,0.0,0.0221
2013-11-01 00:00:00,22,0,0.0221,0.0,0.0,0.0602,0.0
2013-11-01 00:00:00,22,39,0.5568,0.4586,0.0664,0.1646,20.1801
2013-11-01 00:00:00,22,46,0.0,0.0,0.0,0.0,0.0221
2013-11-01 00:00:00,23,0,0.0221,0.0,0.0,0.0557,0.0
2013-11-01 00:00:00,23,39,0.5681,0.483,0.0747,0.1721,20.7411
2013-11-01 00:00:00,23,46,0.0,0.0,0.0,0.0,0.0221
2013-11-01 00:00:00,24,0,0.0221,0.0,0.0,0.0231,0.0
2013-11-01 00:00:00,24,39,0.6495,0.6595,0.1344,0.2264,24.7979
2013-11-01 00:00:00,24,46,0.0,0.0,0.0,0.0,0.0221
2013-11-01 00:00:00,25,0,0.0221,0.0,0.0,0.0221,0.0
2013-11-01 00:00:00,25,39,0.6519,0.6646,0.1361,0.228,24.9137
2013-11-01 00:00:00,25,46,0.0,0.0,0.0,0.0,0.0221
2013-11-01 00:00:00,26,0,0.0221,0.0,0.0,0.0221,0.0
2013-11-01 00:00:00,26,39,0.6519,0.6646,0.1361,0.228,24.9137
2013-11-01 00:00:00,26,46,0.0,0.0,0.0,0.0,0.0221
2013-11-01 00:00:00,27,0,0.0344,0.0,0.0,0.0245,0.0
2013-11-01 00:00:00,27,39,0.5855,0.6157,0.1383,0.2276,25.6606
2013-11-01 00:00:00,27,46,0.0,0.0,0.0,0.0,0.0146
2013-11-01 00:00:00,28,0,0.0561,0.0,0.0,0.028,0.0
2013-11-01 00:00:00,28,39,0.484,0.5276,0.1353,0.2109,27.7765
2013-11-01 00:00:00,28,46,0.0,0.0,0.0,0.0,0.0036
2013-11-01 00:00:00,29,0,0.0751,0.0,0.0,0.0292,0.0
2013-11-01 00:00:00,29,39,0.4371,0.4447,0.1136,0.1522,31.836
2013-11-01 00:00:00,30,0,0.0824,0.0,0.0,0.0292,0.0
2013-11-01 00:00:00,30,39,0.4285,0.4116,0.101,0.1197,33.8924
2013-11-01 00:00:00,31,0,0.0839,0.0,0.0,0.0292,0.0
2013-11-01 00:00:00,31,39,0.4267,0.4048,0.0984,0.113,34.3166
2013-11-01 00:00:00,32,0,0.2486,0.0874,0.0,0.0237,0.0
2013-11-01 00:00:00,32,32,0.1166,0.0,0.0,0.0,0.0
2013-11-01 00:00:00,32,39,0.644,0.5484,0.3021,0.2515,43.953
2013-11-01 00:00:00,33,0,0.5176,0.1818,0.0,0.0071,0.0
2013-11-01 00:00:00,33,32,0.2425,0.0,0.0,0.0,0.0
2013-11-01 00:00:00,33,39,0.9962,0.8116,0.6323,0.5408,54.7809
2013-11-01 00:00:00,33,40,0.0,0.0,0.0,0.0142,0.0
2013-11-01 00:00:00,34,0,0.5654,0.0152,0.0,0.0,0.0
2013-11-01 00:00:00,34,32,0.0203,0.0,0.0,0.0,0.0
2013-11-01 00:00:00,34,39,0.9476,0.9502,0.7321,0.6431,46.7024
2013-11-01 00:00:00,34,40,0.0,0.0,0.0,0.0654,0.0
2013-11-01 00:00:00,35,0,0.4893,0.0,0.0,0.0,0.0
2013-11-01 00:00:00,35,39,0.698,0.853,0.5562,0.5936,36.4287
2013-11-01 00:00:00,35,40,0.0,0.0,0.0,0.0963,0.0
2013-11-01 00:00:00,36,0,0.4893,0.0,0.0,0.0,0.0
2013-11-01 00:00:00,36,39,0.698,0.853,0.5562,0.5936,36.4287
2013-11-01 00:00:00,36,40,0.0,0.0,0.0,0.0963,0.0
2013-11-01 00:00:00,37,0,0.4893,0.0,0.0,0.0,0.0
2013-11-01 00:00:00,37,39,0.698,0.853,0.5562,0.5936,36.4287
2013-11-01 00:00:00,37,40,0.0,0.0,0.0,0.0963,0.0
2013-11-01 00:00:00,38,0,0.4893,0.0,0.0,0.0,0.0
2013-11-01 00:00:00,38,39,0.698,0.853,0.5562,0.5936,36.4287
2013-11-01 00:00:00,38,40,0.0,0.0,0.0,0.0963,0.0
2013-11-01 00:00:00,39,0,0.5488,0.0,0.0,0.0,0.0
2013-11-01 00:00:00,39,39,1.0154,0.8927,0.6355,0.6532,38.968
2013-11-01 00:00:00,39,40,0.0,0.0,0.0,0.0963,0.0
2013-11-01 00:00:00,40,0,0.5413,0.0,0.0,0.0,0.0
2013-11-01 00:00:00,40,34,0.0,0.0,0.0,0.0016,0.0
2013-11-01 00:00:00,40,39,0.9982,0.8787,0.6268,0.6453,38.4715
2013-11-01 00:00:00,40,40,0.0,0.0,0.0,0.0937,0.0
2013-11-01 00:00:00,41,0,0.5586,0.0295,0.0,0.0,0.0
2013-11-01 00:00:00,41,34,0.0,0.0,0.0,0.0511,0.0
2013-11-01 00:00:00,41,39,1.5159,0.4739,0.6932,0.4729,43.8791
2013-11-01 00:00:00,41,40,0.0,0.0,0.0,0.0367,0.0
2013-11-01 00:00:00,42,0,0.511,0.0049,0.0,0.0,0.0
2013-11-01 00:00:00,42,39,1.3641,1.5149,0.8074,1.0049,46.5894
2013-11-01 00:00:00,43,0,0.468,0.0,0.0,0.0,0.0
2013-11-01 00:00:00,43,39,1.3009,1.1481,0.8483,0.8954,39.1439
2013-11-01 00:00:00,44,0,0.3977,0.0,0.0,0.0,0.0
2013-11-01 00:00:00,44,39,1.226,0.5625,0.8623,0.6845,28.3704
2013-11-01 00:00:00,45,0,0.3977,0.0,0.0,0.0,0.0
2013-11-01 00:00:00,45,39,1.226,0.5625,0.8623,0.6845,28.3704
2013-11-01 00:00:00,46,0,0.3977,0.0,0.0,0.0,0.0
2013-11-01 00:00:00,46,39,1.226,0.5625,0.8623,0.6845,28.3704
2013-11-01 00:00:00,47,0,1.2798,0.0023,0.0,0.0046,0.0
2013-11-01 00:00:00,47,33,0.0,0.0,0.0,0.0,0.0485
2013-11-01 00:00:00,47,39,5.766,3.1827,2.8819,2.1311,568.3304
2013-11-01 00:00:00,47,46,0.0,0.0,0.0,0.0,0.0108
2013-11-01 00:00:00,48,0,1.7731,0.0112,0.0,0.0223,0.0
2013-11-01 00:00:00,48,33,0.0,0.0,0.0,0.0,0.0764
2013-11-01 00:00:00,48,39,8.6931,5.0744,4.0174,3.0763,921.7779
2013-11-01 00:00:00,48,46,0.0,0.0,0.0,0.0,0.0469
2013-11-01 00:00:00,49,0,1.0574,0.0184,0.0,0.0367,0.0
2013-11-01 00:00:00,49,33,0.0,0.0,0.0,0.0,0.1003
2013-11-01 00:00:00,49,39,4.0585,3.1359,2.2314,1.6472,316.28
2013-11-01 00:00:00,49,46,0.0,0.0,0.0,0.0,0.0685
2013-11-01 00:00:00,50,0,0.657,0.0271,0.0,0.0543,0.0
2013-11-01 00:00:00,50,33,0.0,0.0,0.0,0.0,0.1085
2013-11-01 00:00:00,50,39,1.8409,1.8339,1.3488,0.8961,85.5361
2013-11-01 00:00:00,50,46,0.0,0.0,0.0,0.0,0.1016
2013-11-01 00:00:00,51,0,0.447,0.0315,0.0,0.063,0.0
2013-11-01 00:00:00,51,33,0.0,0.0,0.0,0.0,0.091
2013-11-01 00:00:00,51,39,1.1771,1.3471,0.9727,0.7035,68.8968
2013-11-01 00:00:00,51,46,0.0,0.0,0.0,0.0,0.1226
2013-11-01 00:00:00,51,49,0.0,0.0,0.0,0.0,0.0045
2013-11-01 00:00:00,52,0,0.4785,0.0314,0.0,0.0629,0.0
2013-11-01 00:00:00,52,33,0.0,0.0,0.0,0.0,0.0911
2013-11-01 00:00:00,52,39,1.2688,1.3758,1.0017,0.7347,71.7526
2013-11-01 00:00:00,52,46,0.0,0.0,0.0,0.0,0.1254
2013-11-01 00:00:00,52,49,0.0,0.0,0.0,0.0,0.0046
2013-11-01 00:00:00,53,0,0.4538,0.0321,0.0,0.0641,0.0
2013-11-01 00:00:00,53,33,0.0,0.0,0.0,0.0,0.0898
2013-11-01 00:00:00,53,39,1.187,1.3453,0.967,0.7135,68.8741
2013-11-01 00:00:00,53,46,0.0,0.0,0.0,0.0,0.1313
2013-11-01 00:00:00,53,49,0.0,0.0,0.0,0.0,0.0033
2013-11-01 00:00:00,54,0,0.4853,0.0228,0.0,0.0456,0.0
2013-11-01 00:00:00,54,33,0.0,0.0,0.0,0.0,0.1095
2013-11-01 00:00:00,54,39,1.3139,1.38,1.0654,0.6987,75.3677
2013-11-01 00:00:00,54,46,0.0,0.0,0.0,0.0,0.1274
2013-11-01 00:00:00,54,49,0.0,0.0,0.0,0.0,0.0231
2013-11-01 00:00:00,55,0,0.3634,0.0199,0.0,0.0399,0.0
2013-11-01 00:00:00,55,33,0.0,0.0,0.0,0.0,0.0962
2013-11-01 00:00:00,55,39,1.0563,1.2169,0.9967,0.6695,77.5973
2013-11-01 00:00:00,55,46,0.0,0.0,0.0,0.0,0.089
2013-11-01 00:00:00,55,49,0.0,0.0,0.0,0.0,0.0292
2013-11-01 00:00:00,56,0,0.0604,0.0218,0.0,0.0436,0.0
2013-11-01 00:00:00,56,33,0.0,0.0,0.0,0.0,0.0271
2013-11-01 00:00:00,56,39,0.6586,0.4872,0.4195,0.6408,78.2995
2013-11-01 00:00:00,56,46,0.0,0.0,0.0,0.0,0.0906
2013-11-01 00:00:00,56,49,0.0,0.0,0.0,0.0,0.0252
2013-11-01 00:00:00,56,81,0.0,0.0,0.0,0.0763,0.0
2013-11-01 00:00:00,57,0,0.0211,0.0227,0.0,0.5555,0.0
2013-11-01 00:00:00,57,33,0.0,0.0,0.0,0.0,0.0023
2013-11-01 00:00:00,57,39,0.424,0.4169,0.2778,0.5046,66.0048
2013-11-01 00:00:00,57,46,0.0,0.0,0.0,0.0,0.076
2013-11-01 00:00:00,57,49,0.0,0.0,0.0,0.0,0.0023
2013-11-01 00:00:00,57,81,0.0,0.0,0.0,0.0791,0.0
2013-11-01 00:00:00,58,0,0.1214,0.0002,0.0,0.4704,0.0
2013-11-01 00:00:00,58,39,0.7754,0.4969,0.5936,0.5345,62.4746
2013-11-01 00:00:00,58,46,0.0,0.0,0.0,0.0,0.2041
2013-11-01 00:00:00,58,81,0.0,0.0,0.0,0.0791,0.0
2013-11-01 00:00:00,59,0,0.0854,0.0,0.0,0.0,0.0
2013-11-01 00:00:00,59,39,0.7639,0.3277,0.556,0.4251,60.9631
2013-11-01 04:00:00,9290,370,0.0,0.0,0.0,0.0,0.2414
2013-11-01 04:00:00,9291,0,0.9586,0.0,0.0,0.0,0.0
2013-11-01 04:00:00,9291,31,0.0,0.0,0.0,0.0,0.0763
2013-11-01 04:00:00,9291,32,0.0,0.0,0.0,0.0,0.2852
2013-11-01 04:00:00,9291,33,0.0,0.0,0.0,0.0,0.3897
2013-11-01 04:00:00,9291,39,1.3676,1.8457,0.8282,0.8,162.7975
2013-11-01 04:00:00,9291,43,0.0,0.0,0.0,0.0,0.4744
2013-11-01 04:00:00,9291,48,0.0,0.0,0.0,0.0,0.0282
2013-11-01 04:00:00,9291,49,0.0,0.0,0.0,0.0,0.0282
2013-11-01 04:00:00,9291,353,0.0,0.0,0.0,0.0,0.2654
2013-11-01 04:00:00,9291,359,0.0,0.0,0.0,0.0,0.0282
2013-11-01 04:00:00,9291,370,0.0,0.0,0.0,0.0,0.1525
2013-11-01 04:00:00,9291,420,0.0,0.0,0.0,0.0,0.0565
2013-11-01 04:00:00,9291,421,0.0,0.0,0.0,0.0,0.0282
2013-11-01 04:00:00,9292,0,1.0391,0.0,0.0,0.0,0.0
2013-11-01 04:00:00,9292,32,0.0,0.0,0.0,0.0,0.1534
2013-11-01 04:00:00,9292,33,0.0,0.0,0.0,0.0,0.23
2013-11-01 04:00:00,9292,39,1.78,2.2612,0.9772,0.9006,171.512
2013-11-01 04:00:00,9292,43,0.0,0.0,0.0,0.0,0.4601
2013-11-01 04:00:00,9292,48,0.0,0.0,0.0,0.0,0.0767
2013-11-01 04:00:00,9292,49,0.0,0.0,0.0,0.0,0.0767
2013-11-01 04:00:00,9292,353,0.0,0.0,0.0,0.0,0.3067
2013-11-01 04:00:00,9292,359,0.0,0.0,0.0,0.0,0.0767
2013-11-01 04:00:00,9292,420,0.0,0.0,0.0,0.0,0.1534
2013-11-01 04:00:00,9292,421,0.0,0.0,0.0,0.0,0.0767
2013-11-01 04:00:00,9293,0,0.5674,0.0,0.0,0.3152,0.0
2013-11-01 04:00:00,9293,32,0.0,0.0,0.0,0.0,0.1534
2013-11-01 04:00:00,9293,33,0.0,0.0,0.0,0.0,0.23
2013-11-01 04:00:00,9293,39,1.7916,1.6767,1.0489,0.657,177.5139
2013-11-01 04:00:00,9293,43,0.0,0.0,0.0,0.0,0.4601
2013-11-01 04:00:00,9293,48,0.0,0.0,0.0,0.0,0.0767
2013-11-01 04:00:00,9293,49,0.0,0.0,0.0,0.0,0.0767
2013-11-01 04:00:00,9293,353,0.0,0.0,0.0,0.0,0.3067
2013-11-01 04:00:00,9293,359,0.0,0.0,0.0,0.0,0.0767
2013-11-01 04:00:00,9293,420,0.0,0.0,0.0,0.0,0.1534
2013-11-01 04:00:00,9293,421,0.0,0.0,0.0,0.0,0.0767
2013-11-01 04:00:00,9294,0,0.0,0.0,0.0,0.0932,0.0
2013-11-01 04:00:00,9294,32,0.0,0.0,0.0,0.0,0.1534
2013-11-01 04:00:00,9294,33,0.0,0.0,0.0,0.0,0.23
2013-11-01 04:00:00,9294,39,3.0539,0.9202,1.2658,1.0959,393.5884
2013-11-01 04:00:00,9294,43,0.0,0.0,0.0,0.0,0.4601
2013-11-01 04:00:00,9294,48,0.0,0.0,0.0,0.0,0.0767
2013-11-01 04:00:00,9294,49,0.0,0.0,0.0,0.0,0.0767
2013-11-01 04:00:00,9294,353,0.0,0.0,0.0,0.0,0.3067
2013-11-01 04:00:00,9294,359,0.0,0.0,0.0,0.0,0.0767
2013-11-01 04:00:00,9294,420,0.0,0.0,0.0,0.0,0.1534
2013-11-01 04:00:00,9294,421,0.0,0.0,0.0,0.0,0.0767
2013-11-01 04:00:00,9295,32,0.0,0.0,0.0,0.0,0.1534
2013-11-01 04:00:00,9295,33,0.0,0.0,0.0,0.0,0.23
2013-11-01 04:00:00,9295,39,3.2481,0.9202,1.2842,1.2075,424.903
